Booking#,dt,Agent#,Agent_Name,Cust_Number,Destination#,Destination_City,Destination_Country,Destination_Region,Amount,From_Date,To_Date,Length of Stay
246,10/01/2018,8,Elisa Bennett,11086,16,Jaipur,India,Asia,11616,18/06/2018,27/06/2018,9
247,10/01/2018,7,Horace Hawkins,41686,84,Little Rock,United States,North America,10376,29/03/2019,13/04/2019,15
248,10/01/2018,3,Carole Cox,1219,19,Tokyo,Japan,Asia,10986,14/08/2019,09/09/2019,26
249,10/01/2018,3,Carole Cox,31332,97,Oakland,United States,North America,5698,26/06/2019,13/07/2019,17
250,10/01/2018,8,Elisa Bennett,39231,7,Cape Town Central,South Africa,Africa,14046,29/05/2018,20/06/2018,22
251,10/01/2018,9,Olive Diaz,23695,24,Vienna,Austria,Europe,5168,23/07/2019,06/08/2019,14
252,10/01/2018,1,Jordan Curry,4332,16,Jaipur,India,Asia,6711,26/02/2018,06/03/2018,8
253,10/01/2018,3,Carole Cox,10820,24,Vienna,Austria,Europe,8369,10/07/2018,25/07/2018,15
254,10/01/2018,3,Carole Cox,9764,27,Athens,Greece,Europe,12311,05/06/2018,05/07/2018,30
255,10/01/2018,10,Simon Fleming,35947,63,Baltimore,United States,North America,10153,16/10/2018,01/11/2018,16
256,10/01/2018,3,Carole Cox,23312,39,Istanbul,Turkey,Europe,14805,08/03/2018,09/03/2018,1
257,10/01/2018,2,Molly Cross,16472,49,Halifax,Canada,North America,13083,21/02/2018,20/03/2018,27
258,11/01/2018,8,Elisa Bennett,42873,92,Nashville,United States,North America,6051,13/08/2019,15/08/2019,2
259,11/01/2018,6,Thelma Jefferson,31323,92,Nashville,United States,North America,4552,16/04/2018,19/04/2018,3
260,11/01/2018,1,Jordan Curry,20806,45,Jerusalem,Israel,Middle East,7379,22/03/2018,08/04/2018,17
261,11/01/2018,10,Simon Fleming,34248,107,San Francisco,United States,North America,8628,05/06/2018,18/06/2018,13
262,11/01/2018,4,Mitchell Barton,6322,125,Santa Marta,Colombia,South America,12735,31/08/2018,12/09/2018,12
263,11/01/2018,4,Mitchell Barton,9825,37,Zermatt,Switzerland,Europe,7708,17/12/2018,11/01/2019,25
264,11/01/2018,5,Sandy Douglas,44848,107,San Francisco,United States,North America,12304,24/08/2019,12/09/2019,19
265,11/01/2018,5,Sandy Douglas,27250,100,Palm Springs,United States,North America,8047,22/07/2019,15/08/2019,24
266,11/01/2018,11,Kay Adams,30656,4,Nairobi,Kenya,Africa,12136,06/07/2019,30/07/2019,24
267,11/01/2018,9,Olive Diaz,17646,47,Dubai,United Arab Emirates,Middle East,6533,17/01/2019,10/02/2019,24
268,11/01/2018,6,Thelma Jefferson,27476,114,Brisbane,Australia,Oceania/Australia,10217,27/08/2019,01/09/2019,5
269,11/01/2018,4,Mitchell Barton,23257,41,London,United Kingdom,Europe,8742,14/04/2019,23/04/2019,9
270,11/01/2018,4,Mitchell Barton,30399,58,Playa del Carmen,Mexico,North America,3638,18/06/2018,12/07/2018,24
271,11/01/2018,10,Simon Fleming,37569,38,Amsterdam,The Netherlands,Europe,11453,01/04/2018,08/04/2018,7
272,11/01/2018,5,Sandy Douglas,6165,55,Acapulco,Mexico,North America,2681,12/03/2018,11/04/2018,30
273,11/01/2018,4,Mitchell Barton,17911,27,Athens,Greece,Europe,13191,04/06/2018,05/06/2018,1
274,11/01/2018,2,Molly Cross,19717,76,Fresno,United States,North America,14955,07/07/2019,22/07/2019,15
275,11/01/2018,10,Simon Fleming,32458,100,Palm Springs,United States,North America,12694,30/04/2019,23/05/2019,23
276,11/01/2018,7,Horace Hawkins,6562,127,Cusco,Peru,South America,14633,29/09/2018,23/10/2018,24
277,11/01/2018,9,Olive Diaz,48852,73,Colorado Springs,United States,North America,3991,20/06/2018,08/07/2018,18
278,12/01/2018,2,Molly Cross,28802,98,Omaha,United States,North America,8150,25/03/2019,08/04/2019,14
279,12/01/2018,1,Jordan Curry,2458,56,Cabo San Lucas,Mexico,North America,5627,01/08/2018,25/08/2018,24
280,12/01/2018,7,Horace Hawkins,35546,16,Jaipur,India,Asia,8194,26/03/2018,28/03/2018,2
281,12/01/2018,8,Elisa Bennett,7062,4,Nairobi,Kenya,Africa,13992,08/09/2018,17/09/2018,9
282,12/01/2018,10,Simon Fleming,30651,20,Kathmandu,Nepal,Asia,14028,14/07/2019,30/07/2019,16
283,12/01/2018,5,Sandy Douglas,39517,67,Branson,United States,North America,6622,19/09/2018,19/10/2018,30
284,12/01/2018,9,Olive Diaz,39778,78,Honolulu,United States,North America,10772,26/08/2018,04/09/2018,9
285,12/01/2018,6,Thelma Jefferson,26513,73,Colorado Springs,United States,North America,9809,09/07/2018,06/08/2018,28
286,12/01/2018,6,Thelma Jefferson,1526,89,Milwaukee,United States,North America,7420,03/03/2018,07/03/2018,4
287,12/01/2018,10,Simon Fleming,31079,122,Santa Cruz,Chile,South America,7286,04/07/2018,27/07/2018,23
288,12/01/2018,4,Mitchell Barton,31371,83,Lincoln,United States,North America,11012,03/01/2019,05/01/2019,2
289,12/01/2018,9,Olive Diaz,34911,42,Cairo,Egypt,Middle East,4699,23/09/2019,11/10/2019,18
290,12/01/2018,1,Jordan Curry,25802,116,Sydney,Australia,Oceania/Australia,5991,03/06/2018,30/06/2018,27
291,12/01/2018,2,Molly Cross,45453,25,Prague,Czech Republic,Europe,11967,22/06/2019,09/07/2019,17
292,12/01/2018,11,Kay Adams,12860,106,San Diego,United States,North America,12602,28/03/2018,12/04/2018,15
293,12/01/2018,3,Carole Cox,5351,71,Chicago,United States,North America,7792,12/09/2018,29/09/2018,17
294,12/01/2018,5,Sandy Douglas,22613,49,Halifax,Canada,North America,4660,28/01/2019,04/02/2019,7
295,12/01/2018,9,Olive Diaz,39606,10,Stone Town,Tanzania,Africa,8297,29/07/2018,05/08/2018,7
296,12/01/2018,2,Molly Cross,14473,73,Colorado Springs,United States,North America,9943,30/05/2019,27/06/2019,28
297,12/01/2018,6,Thelma Jefferson,32463,37,Zermatt,Switzerland,Europe,8867,28/06/2018,01/07/2018,3
298,12/01/2018,2,Molly Cross,17177,54,Vancouver,Canada,North America,4567,28/02/2019,08/03/2019,8
299,12/01/2018,1,Jordan Curry,49980,4,Nairobi,Kenya,Africa,11380,11/01/2019,29/01/2019,18
300,12/01/2018,2,Molly Cross,22535,85,Los Angeles,United States,North America,11452,09/03/2018,15/03/2018,6
301,12/01/2018,6,Thelma Jefferson,43341,81,Kansas City,United States,North America,5210,04/05/2019,10/05/2019,6
302,13/01/2018,11,Kay Adams,27709,26,Berlin,Germany,Europe,6583,31/12/2018,15/01/2019,15
303,13/01/2018,7,Horace Hawkins,6490,90,Minneapolis,United States,North America,12640,01/06/2018,19/06/2018,18
304,13/01/2018,1,Jordan Curry,24143,56,Cabo San Lucas,Mexico,North America,2372,09/07/2019,11/07/2019,2
305,13/01/2018,2,Molly Cross,49417,53,Toronto,Canada,North America,4968,02/09/2018,17/09/2018,15
306,13/01/2018,8,Elisa Bennett,16352,12,Beijing,China,Asia,11523,16/02/2019,19/02/2019,3
307,13/01/2018,5,Sandy Douglas,15669,96,Norfolk,United States,North America,3766,23/02/2018,01/03/2018,6
308,13/01/2018,4,Mitchell Barton,38982,85,Los Angeles,United States,North America,2643,19/09/2019,28/09/2019,9
309,13/01/2018,10,Simon Fleming,17676,114,Brisbane,Australia,Oceania/Australia,8265,10/10/2018,18/10/2018,8
310,13/01/2018,10,Simon Fleming,49382,56,Cabo San Lucas,Mexico,North America,3211,06/09/2018,03/10/2018,27
311,13/01/2018,9,Olive Diaz,15321,34,Lisbon,Portugal,Europe,12023,20/07/2018,12/08/2018,23
312,13/01/2018,8,Elisa Bennett,49678,32,Venice,Italy,Europe,3764,22/03/2019,08/04/2019,17
313,13/01/2018,3,Carole Cox,44718,4,Nairobi,Kenya,Africa,10681,15/02/2018,21/02/2018,6
314,13/01/2018,11,Kay Adams,39200,54,Vancouver,Canada,North America,13486,11/04/2018,17/04/2018,6
315,13/01/2018,7,Horace Hawkins,40505,57,Mexico City,Mexico,North America,8826,29/05/2018,03/06/2018,5
316,13/01/2018,11,Kay Adams,47672,41,London,United Kingdom,Europe,9216,25/07/2019,22/08/2019,28
317,13/01/2018,3,Carole Cox,6097,83,Lincoln,United States,North America,7938,28/02/2019,04/03/2019,4
318,13/01/2018,1,Jordan Curry,36348,23,Hoi An,Vietnam,Asia,3975,05/10/2018,28/10/2018,23
319,13/01/2018,6,Thelma Jefferson,39501,46,Tel Aviv,Israel,Middle East,11580,06/07/2019,26/07/2019,20
320,13/01/2018,3,Carole Cox,32134,60,Anaheim,United States,North America,4951,03/10/2018,26/10/2018,23
321,13/01/2018,6,Thelma Jefferson,43996,41,London,United Kingdom,Europe,5835,17/09/2019,13/10/2019,26
322,13/01/2018,2,Molly Cross,45563,85,Los Angeles,United States,North America,4870,01/12/2018,19/12/2018,18
323,13/01/2018,9,Olive Diaz,43454,128,Lima,Peru,South America,13630,26/08/2018,08/09/2018,13
324,13/01/2018,7,Horace Hawkins,33407,32,Venice,Italy,Europe,2614,04/04/2018,23/04/2018,19
325,13/01/2018,5,Sandy Douglas,28745,83,Lincoln,United States,North America,6510,28/06/2019,10/07/2019,12
326,14/01/2018,1,Jordan Curry,48028,52,Quebec City,Canada,North America,9071,07/03/2019,14/03/2019,7
327,14/01/2018,11,Kay Adams,15452,17,New Delhi,India,Asia,13375,05/04/2018,26/04/2018,21
328,14/01/2018,7,Horace Hawkins,9208,34,Lisbon,Portugal,Europe,4205,07/04/2018,29/04/2018,22
329,14/01/2018,11,Kay Adams,36610,109,Tampa,United States,North America,12184,11/12/2018,09/01/2019,29
330,14/01/2018,9,Olive Diaz,41906,51,Niagara Falls,Canada,North America,9091,24/02/2018,15/03/2018,19
331,14/01/2018,8,Elisa Bennett,19612,57,Mexico City,Mexico,North America,8426,20/04/2018,05/05/2018,15
332,14/01/2018,1,Jordan Curry,42278,19,Tokyo,Japan,Asia,9629,06/01/2019,05/02/2019,30
333,14/01/2018,1,Jordan Curry,2633,19,Tokyo,Japan,Asia,4950,08/06/2018,15/06/2018,7
334,14/01/2018,1,Jordan Curry,15070,46,Tel Aviv,Israel,Middle East,3140,14/03/2018,10/04/2018,27
335,14/01/2018,5,Sandy Douglas,35338,87,Memphis,United States,North America,3116,26/02/2018,25/03/2018,27
336,14/01/2018,1,Jordan Curry,10815,67,Branson,United States,North America,13237,08/04/2018,01/05/2018,23
337,14/01/2018,3,Carole Cox,16446,58,Playa del Carmen,Mexico,North America,7143,13/02/2019,01/03/2019,16
338,14/01/2018,9,Olive Diaz,9728,30,Milan,Italy,Europe,5253,28/02/2019,18/03/2019,18
339,14/01/2018,6,Thelma Jefferson,21665,57,Mexico City,Mexico,North America,7559,19/06/2019,13/07/2019,24
340,14/01/2018,9,Olive Diaz,8345,30,Milan,Italy,Europe,5240,15/09/2018,03/10/2018,18
341,14/01/2018,10,Simon Fleming,49495,86,Louisville,United States,North America,14757,25/05/2019,10/06/2019,16
342,14/01/2018,11,Kay Adams,39626,15,Shanghai,China,Asia,4862,14/06/2018,11/07/2018,27
343,14/01/2018,11,Kay Adams,17380,25,Prague,Czech Republic,Europe,6100,03/08/2018,29/08/2018,26
344,14/01/2018,9,Olive Diaz,4540,27,Athens,Greece,Europe,14192,24/07/2018,15/08/2018,22
345,14/01/2018,8,Elisa Bennett,39621,50,Montreal,Canada,North America,2037,14/04/2019,28/04/2019,14
346,15/01/2018,4,Mitchell Barton,29419,50,Montreal,Canada,North America,4225,17/02/2018,06/03/2018,17
347,15/01/2018,3,Carole Cox,26711,22,Chiang Mai,Thailand,Asia,14493,01/08/2018,07/08/2018,6
348,15/01/2018,11,Kay Adams,19554,113,Washington DC,United States,North America,7020,25/03/2019,23/04/2019,29
349,15/01/2018,6,Thelma Jefferson,29308,91,Myrtle Beach,United States,North America,6947,07/03/2019,25/03/2019,18
350,15/01/2018,2,Molly Cross,12615,96,Norfolk,United States,North America,13696,15/01/2019,10/02/2019,26
351,15/01/2018,11,Kay Adams,38690,2,Kololi,Gambia,Africa,10964,10/11/2018,18/11/2018,8
352,15/01/2018,1,Jordan Curry,27698,52,Quebec City,Canada,North America,10867,10/08/2018,06/09/2018,27
353,15/01/2018,6,Thelma Jefferson,8939,106,San Diego,United States,North America,14213,25/11/2018,07/12/2018,12
354,15/01/2018,8,Elisa Bennett,43780,118,Buenos Aires,Argentina,South America,12266,22/08/2019,04/09/2019,13
355,15/01/2018,7,Horace Hawkins,31291,30,Milan,Italy,Europe,6706,07/06/2018,01/07/2018,24
356,15/01/2018,10,Simon Fleming,40438,76,Fresno,United States,North America,4451,05/05/2019,19/05/2019,14
357,15/01/2018,10,Simon Fleming,43566,15,Shanghai,China,Asia,6026,12/05/2019,06/06/2019,25
358,15/01/2018,7,Horace Hawkins,29496,68,Buffalo,United States,North America,5531,07/04/2019,18/04/2019,11
359,15/01/2018,4,Mitchell Barton,10817,79,Houston,United States,North America,3558,20/11/2018,14/12/2018,24
360,15/01/2018,10,Simon Fleming,40132,54,Vancouver,Canada,North America,2359,04/01/2019,10/01/2019,6
361,15/01/2018,6,Thelma Jefferson,32136,45,Jerusalem,Israel,Middle East,11964,19/02/2019,13/03/2019,22
362,15/01/2018,11,Kay Adams,2435,71,Chicago,United States,North America,12317,19/04/2019,18/05/2019,29
363,15/01/2018,1,Jordan Curry,22685,39,Istanbul,Turkey,Europe,14792,11/06/2018,06/07/2018,25
364,15/01/2018,11,Kay Adams,19894,3,Diani Beach,Kenya,Africa,2837,12/01/2019,27/01/2019,15
365,15/01/2018,2,Molly Cross,33083,15,Shanghai,China,Asia,9824,02/04/2019,03/04/2019,1
366,15/01/2018,2,Molly Cross,22187,11,Siem Reap,Cambodia,Asia,8733,19/08/2018,18/09/2018,30
367,15/01/2018,3,Carole Cox,14315,27,Athens,Greece,Europe,3032,20/03/2018,27/03/2018,7
368,15/01/2018,1,Jordan Curry,26385,6,Fes,Morocco,Africa,5209,25/10/2018,17/11/2018,23
369,15/01/2018,7,Horace Hawkins,47378,73,Colorado Springs,United States,North America,13902,03/06/2018,14/06/2018,11
370,15/01/2018,10,Simon Fleming,38982,45,Jerusalem,Israel,Middle East,5037,12/05/2018,02/06/2018,21
371,15/01/2018,9,Olive Diaz,22846,47,Dubai,United Arab Emirates,Middle East,6268,15/01/2019,19/01/2019,4
372,15/01/2018,4,Mitchell Barton,43383,44,Sharm El Sheikh,Egypt,Middle East,2011,18/09/2018,20/09/2018,2
373,15/01/2018,10,Simon Fleming,43332,6,Fes,Morocco,Africa,13788,29/08/2018,21/09/2018,23
374,15/01/2018,6,Thelma Jefferson,22233,40,Edinburgh,United Kingdom,Europe,9946,06/09/2019,20/09/2019,14
375,15/01/2018,7,Horace Hawkins,2019,76,Fresno,United States,North America,3808,09/06/2019,05/07/2019,26
376,16/01/2018,4,Mitchell Barton,3795,14,Hong Kong,China,Asia,9458,11/12/2018,30/12/2018,19
377,16/01/2018,9,Olive Diaz,11065,49,Halifax,Canada,North America,7657,14/04/2019,25/04/2019,11
378,16/01/2018,3,Carole Cox,33931,128,Lima,Peru,South America,8912,03/09/2018,12/09/2018,9
379,16/01/2018,11,Kay Adams,11066,60,Anaheim,United States,North America,14738,30/07/2019,27/08/2019,28
380,16/01/2018,6,Thelma Jefferson,9909,29,Dublin,Ireland,Europe,5587,11/08/2018,22/08/2018,11
381,16/01/2018,7,Horace Hawkins,35529,90,Minneapolis,United States,North America,12960,13/03/2019,12/04/2019,30
382,16/01/2018,3,Carole Cox,49664,39,Istanbul,Turkey,Europe,13604,24/09/2019,06/10/2019,12
383,16/01/2018,4,Mitchell Barton,44615,96,Norfolk,United States,North America,7956,12/09/2018,26/09/2018,14
384,16/01/2018,3,Carole Cox,40832,70,Charlotte,United States,North America,6544,03/09/2019,15/09/2019,12
385,16/01/2018,9,Olive Diaz,32920,16,Jaipur,India,Asia,13511,16/02/2019,08/03/2019,20
386,16/01/2018,6,Thelma Jefferson,41083,118,Buenos Aires,Argentina,South America,14807,18/04/2018,18/05/2018,30
387,16/01/2018,8,Elisa Bennett,37373,59,Puerto Vallarta,Mexico,North America,9326,09/02/2019,19/02/2019,10
388,16/01/2018,7,Horace Hawkins,40004,58,Playa del Carmen,Mexico,North America,13107,15/05/2018,30/05/2018,15
389,16/01/2018,10,Simon Fleming,41749,22,Chiang Mai,Thailand,Asia,3684,18/06/2018,20/06/2018,2
390,16/01/2018,8,Elisa Bennett,19538,120,Rio de Janeiro,Brazil,South America,14184,29/04/2018,22/05/2018,23
391,16/01/2018,6,Thelma Jefferson,8134,113,Washington DC,United States,North America,6824,13/07/2019,26/07/2019,13
392,16/01/2018,1,Jordan Curry,15285,79,Houston,United States,North America,11118,12/12/2018,26/12/2018,14
393,16/01/2018,3,Carole Cox,32609,78,Honolulu,United States,North America,10625,18/08/2019,12/09/2019,25
394,16/01/2018,7,Horace Hawkins,25961,124,Bogota,Colombia,South America,4007,20/01/2019,13/02/2019,24
395,16/01/2018,1,Jordan Curry,25094,50,Montreal,Canada,North America,4368,29/07/2018,26/08/2018,28
396,16/01/2018,9,Olive Diaz,6503,37,Zermatt,Switzerland,Europe,12252,17/09/2018,06/10/2018,19
397,16/01/2018,7,Horace Hawkins,10240,92,Nashville,United States,North America,3822,10/04/2018,18/04/2018,8
398,16/01/2018,4,Mitchell Barton,15151,124,Bogota,Colombia,South America,5827,03/05/2018,02/06/2018,30
399,16/01/2018,6,Thelma Jefferson,14713,96,Norfolk,United States,North America,13126,17/01/2019,25/01/2019,8
400,16/01/2018,2,Molly Cross,37655,58,Playa del Carmen,Mexico,North America,6804,20/08/2019,03/09/2019,14
401,16/01/2018,8,Elisa Bennett,959,117,Port Moresby,Papua New Guinea,Oceania/Australia,6457,10/05/2019,03/06/2019,24
402,16/01/2018,4,Mitchell Barton,11719,91,Myrtle Beach,United States,North America,12888,14/06/2019,04/07/2019,20
403,16/01/2018,4,Mitchell Barton,47972,49,Halifax,Canada,North America,10137,16/03/2018,23/03/2018,7
404,16/01/2018,7,Horace Hawkins,40042,51,Niagara Falls,Canada,North America,2298,26/06/2019,28/06/2019,2
405,16/01/2018,2,Molly Cross,17208,60,Anaheim,United States,North America,7306,16/01/2019,27/01/2019,11
406,17/01/2018,11,Kay Adams,49633,54,Vancouver,Canada,North America,11738,01/08/2019,03/08/2019,2
407,17/01/2018,1,Jordan Curry,48289,4,Nairobi,Kenya,Africa,2382,18/07/2018,29/07/2018,11
408,17/01/2018,8,Elisa Bennett,38020,15,Shanghai,China,Asia,2471,25/06/2018,05/07/2018,10
409,17/01/2018,10,Simon Fleming,4528,108,Seattle,United States,North America,7558,26/11/2018,22/12/2018,26
410,17/01/2018,9,Olive Diaz,3427,109,Tampa,United States,North America,8563,12/05/2019,30/05/2019,18
411,17/01/2018,6,Thelma Jefferson,25208,33,Krakow,Poland,Europe,12831,07/09/2019,23/09/2019,16
412,17/01/2018,1,Jordan Curry,12759,40,Edinburgh,United Kingdom,Europe,10383,14/05/2019,20/05/2019,6
413,17/01/2018,10,Simon Fleming,21982,25,Prague,Czech Republic,Europe,3808,14/07/2019,22/07/2019,8
414,17/01/2018,2,Molly Cross,17648,30,Milan,Italy,Europe,11040,11/08/2018,20/08/2018,9
415,17/01/2018,2,Molly Cross,25681,111,Tulsa,United States,North America,12743,18/04/2019,18/05/2019,30
416,17/01/2018,10,Simon Fleming,2680,44,Sharm El Sheikh,Egypt,Middle East,9909,19/03/2019,29/03/2019,10
417,17/01/2018,3,Carole Cox,33240,101,Phoenix,United States,North America,12744,15/08/2019,06/09/2019,22
418,17/01/2018,8,Elisa Bennett,30226,23,Hoi An,Vietnam,Asia,4577,14/03/2019,18/03/2019,4
419,17/01/2018,10,Simon Fleming,28617,126,Quito,Ecuador,South America,7235,13/08/2018,12/09/2018,30
420,17/01/2018,11,Kay Adams,886,105,Saint Louis,United States,North America,10228,27/11/2018,23/12/2018,26
421,17/01/2018,9,Olive Diaz,24526,31,Rome,Italy,Europe,5013,22/03/2019,31/03/2019,9
422,17/01/2018,7,Horace Hawkins,15980,6,Fes,Morocco,Africa,9224,13/03/2018,16/03/2018,3
423,17/01/2018,5,Sandy Douglas,41559,126,Quito,Ecuador,South America,6502,23/07/2019,10/08/2019,18
424,17/01/2018,8,Elisa Bennett,40117,41,London,United Kingdom,Europe,12372,02/01/2019,14/01/2019,12
425,17/01/2018,1,Jordan Curry,28732,95,Newark,United States,North America,10325,27/10/2018,08/11/2018,12
426,17/01/2018,8,Elisa Bennett,7465,60,Anaheim,United States,North America,6142,16/02/2019,01/03/2019,13
427,17/01/2018,6,Thelma Jefferson,33082,25,Prague,Czech Republic,Europe,13006,07/09/2019,03/10/2019,26
428,17/01/2018,9,Olive Diaz,17361,69,Charleston,United States,North America,13392,11/02/2019,13/02/2019,2
429,17/01/2018,3,Carole Cox,48853,2,Kololi,Gambia,Africa,10556,07/05/2018,06/06/2018,30
430,17/01/2018,4,Mitchell Barton,37683,6,Fes,Morocco,Africa,4122,05/03/2019,25/03/2019,20
431,17/01/2018,11,Kay Adams,36572,7,Cape Town Central,South Africa,Africa,13568,11/04/2018,18/04/2018,7
432,17/01/2018,7,Horace Hawkins,34453,54,Vancouver,Canada,North America,9921,16/03/2018,06/04/2018,21
433,17/01/2018,10,Simon Fleming,47017,14,Hong Kong,China,Asia,9005,28/06/2019,10/07/2019,12
434,17/01/2018,9,Olive Diaz,42623,95,Newark,United States,North America,11389,05/02/2019,02/03/2019,25
435,17/01/2018,9,Olive Diaz,37153,79,Houston,United States,North America,6785,03/09/2018,15/09/2018,12
436,17/01/2018,10,Simon Fleming,41023,113,Washington DC,United States,North America,11838,26/03/2019,24/04/2019,29
437,17/01/2018,1,Jordan Curry,23992,20,Kathmandu,Nepal,Asia,14878,23/09/2019,27/09/2019,4
438,17/01/2018,5,Sandy Douglas,41134,63,Baltimore,United States,North America,11933,13/04/2019,01/05/2019,18
439,17/01/2018,1,Jordan Curry,44963,85,Los Angeles,United States,North America,14770,19/06/2019,24/06/2019,5
440,17/01/2018,9,Olive Diaz,39644,11,Siem Reap,Cambodia,Asia,7834,18/05/2019,05/06/2019,18
441,17/01/2018,3,Carole Cox,22697,21,Singapore,Singapore,Asia,13292,14/06/2018,03/07/2018,19
442,17/01/2018,1,Jordan Curry,37021,72,Cleveland,United States,North America,10042,21/02/2018,11/03/2018,18
443,17/01/2018,3,Carole Cox,37087,97,Oakland,United States,North America,11476,26/02/2018,24/03/2018,26
